fix_hash,fix_date,bug_hash,bug_date,project
f7046c247dd466c90337bb39a4612115c3e41923,1312761365,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
944da579ba1828586b1b000fcd5cad6076abbcd3,1313114996,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
7976993f9e20d7448105e50e1dca74ecf8bc1ea3,1313429495,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
6d1b6f28270e0bfc0678bd69fbb77341cef74d51,1313429664,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
8a07bdb71e74377d7b8ae3c53fe1e59f46bbe2a8,1313713749,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
900496eedabd7acfdeaaf077239228f4d94312e8,1313714854,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
76ccf2211db03d819b7847d69c41cb88da04bfe9,1313715607,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
76ccf2211db03d819b7847d69c41cb88da04bfe9,1313715607,8a07bdb71e74377d7b8ae3c53fe1e59f46bbe2a8,1313713749,KAFKA
4f56e4410025a1154b75f20e86091589aace7bd5,1313716166,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
4a688c5d6c87aa8dfffdb2154ef880107176573f,1313813286,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
a484c1bcd1ecf4116102576ccd615168c693832f,1314066716,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
bf30ae996f2ec08ae97f61a0eff0c50bb8ce8067,1314149262,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
c247dfa8844f6d112755f21918dc1515db37a05e,1314856041,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
ec21a5e841bf561275f1095deb7e8b38ad9ca953,1314863371,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
ec21a5e841bf561275f1095deb7e8b38ad9ca953,1314863371,d72b388236fb9b1541c79bd7e31687795e137b25,1314294423,KAFKA
d42450715cf8ac6774fc68e36c1751e34f29549b,1315432046,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
5fbac30f865dd0829ea965b5a5a62b8b8f695e2a,1317058488,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
5fbac30f865dd0829ea965b5a5a62b8b8f695e2a,1317058488,96b8e03dd1ee23a550ca87803777b4d7bec05d5a,1312734595,KAFKA
61433bf0a2afc4d7da9bcde79c504aab434f4d79,1317058862,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
1b0feb6345b07136c8a7807962c4a7aa0691d777,1317171111,c79c4f6f94328da5ca5090037093453311b0bfa4,1314146662,KAFKA
1b0feb6345b07136c8a7807962c4a7aa0691d777,1317171111,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
031a559e89134497d0e3e9a366321fbdb3976b99,1317672696,4a688c5d6c87aa8dfffdb2154ef880107176573f,1313813286,KAFKA
dd62e77f90f5f6fb9050627a9cfa40b35dae67b1,1317768180,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
dd62e77f90f5f6fb9050627a9cfa40b35dae67b1,1317768180,5fbac30f865dd0829ea965b5a5a62b8b8f695e2a,1317058488,KAFKA
bac6d9c3fa0e650aa1af99959fe63a8dd33971c8,1317782996,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
bac6d9c3fa0e650aa1af99959fe63a8dd33971c8,1317782996,6d1b6f28270e0bfc0678bd69fbb77341cef74d51,1313429664,KAFKA
4f284428640f172976f2ece9e696b5cf95907b5f,1317854890,49f3b4017918c4e254e9bc09e2ef5178d62e0248,1313015543,KAFKA
4f284428640f172976f2ece9e696b5cf95907b5f,1317854890,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
f7b2819bff31bb58c4fd32f847e2659b23ecda4a,1317866258,4c2d121b26ad9c2efa7d6b23bff7278a54c5e3ed,1317692462,KAFKA
a1193810b62504ff2e3b4a931bc8c5109a7a530b,1317935555,642da2f28c9bc6e373603d6d9119ce33684090f5,1312242084,KAFKA
