fix_hash,fix_date,bug_hash,bug_date,project
952e0f550807c5d331f9c6fbd1720846e5ff84d1,1262798586,535f0bc00aefe5a2c9aa3b0470a1804ac6730bcc,1253818223,ZOOKEEPER
dafb6f5e2b48fdfcc6b077f95334eaedc2d1cf0c,1263499447,ee258809459e60708ff30fcc2f09a7a856a81bc3,1261007197,ZOOKEEPER
773ed4078caf8d9b85330dc7d3aa91b330690e60,1264043327,d56cc9b9acb453945257a8e3b0cf8d88e5a36d35,1204726342,ZOOKEEPER
773ed4078caf8d9b85330dc7d3aa91b330690e60,1264043327,e936eceb9e75aee9f2cd245b9cc7709a2e7b4ded,1242850593,ZOOKEEPER
773ed4078caf8d9b85330dc7d3aa91b330690e60,1264043327,1bc05ce6a3363206fbcf0a4bc6c9bbdee1d361f0,1249334829,ZOOKEEPER
773ed4078caf8d9b85330dc7d3aa91b330690e60,1264043327,c472d685e02ced4448054b3d8a83a1b669dee58e,1256678040,ZOOKEEPER
773ed4078caf8d9b85330dc7d3aa91b330690e60,1264043327,c6639c9842973a7954c8baa412d6825cb833d51f,1232063304,ZOOKEEPER
63f701585d4fedcd239c97a0d82bea58eca79f1d,1264390514,2cc64f54fdf857437ac7325639afdb67bbfb0388,1194568580,ZOOKEEPER
d8c332f95dc9cac6ffc17fa98541de4b648a69b5,1266545280,788c15be7363e475e8b050260623ec46c9ef8257,1258571199,ZOOKEEPER
6d3844bf7716e379e4974df39ca524fab886e149,1266949354,acfce8b8fc08928097572c261980e7ccb6d041a7,1222829274,ZOOKEEPER
90dd37368463c49c1415564896d4141cdb674a6b,1267657641,047d9258a4730791b85cc81b0e1435465a32acbf,1194064875,ZOOKEEPER
90dd37368463c49c1415564896d4141cdb674a6b,1267657641,888e0c5fc576415a7949a938bf1aad4be74984eb,1209508052,ZOOKEEPER
691dfa44b48240a8917883f3065e3b25e633a58c,1267666121,e3650bf5dd0bc427fc8000821ae70e69c563863f,1245884374,ZOOKEEPER
a2e02538cd652f8a58bdd738ccfd78b69a9165b7,1267743336,f6521f7c29b1d330617aed3764ecc25ff73e2da1,1239922789,ZOOKEEPER
a2e02538cd652f8a58bdd738ccfd78b69a9165b7,1267743336,b6320b80a4c08958d5b5028cf065cbcc57894a86,1239056345,ZOOKEEPER
a2e02538cd652f8a58bdd738ccfd78b69a9165b7,1267743336,a8a73362bd9a3967c46011ded1ed831a586acd2e,1260915835,ZOOKEEPER
a2e02538cd652f8a58bdd738ccfd78b69a9165b7,1267743336,72f258cbdd2b5b59a35df8b45e6da6364cd8c915,1258501129,ZOOKEEPER
a2e02538cd652f8a58bdd738ccfd78b69a9165b7,1267743336,b8ccc0c5708c11021a647dc4c1508499bc79cca2,1266675960,ZOOKEEPER
a2e02538cd652f8a58bdd738ccfd78b69a9165b7,1267743336,d26abefde17d4e168a32146238036e5515267655,1249943046,ZOOKEEPER
a2e02538cd652f8a58bdd738ccfd78b69a9165b7,1267743336,788c15be7363e475e8b050260623ec46c9ef8257,1258571199,ZOOKEEPER
23d4f2b1a237a3bcdcfe8f316c26a55c1d71ca6b,1267756040,6a915d89d23d0323ffbfb2932c52f6c796d17a6d,1267657034,ZOOKEEPER
23d4f2b1a237a3bcdcfe8f316c26a55c1d71ca6b,1267756040,320fd3b0c9eddec2e6336f557e675b28ed33fffe,1244523876,ZOOKEEPER
23d4f2b1a237a3bcdcfe8f316c26a55c1d71ca6b,1267756040,43ede9d7b80cd20ac916d50cc5e5faae0b925a41,1244588618,ZOOKEEPER
945d570e2e2d2a7aa77fd35d5b50114b0f66e0c7,1267826584,fb29d381c86987905415e4f098854509e1d708de,1266546817,ZOOKEEPER
945d570e2e2d2a7aa77fd35d5b50114b0f66e0c7,1267826584,8ad773d7da9f1802e2868207772b1ce1226d9a36,1233102114,ZOOKEEPER
945d570e2e2d2a7aa77fd35d5b50114b0f66e0c7,1267826584,8d30c6ed4e4e61f38b6eb6650f06a4d33038b1a9,1223489872,ZOOKEEPER
945d570e2e2d2a7aa77fd35d5b50114b0f66e0c7,1267826584,c810a7731bd2087497d038d2daed1ca558b32963,1245783825,ZOOKEEPER
945d570e2e2d2a7aa77fd35d5b50114b0f66e0c7,1267826584,dd06b9e4595b18e8b877460e9721fb1ad1d55957,1258746423,ZOOKEEPER
945d570e2e2d2a7aa77fd35d5b50114b0f66e0c7,1267826584,f0fad0f10e324b64bfafe0981732eecf38dbb3a3,1264472560,ZOOKEEPER
945d570e2e2d2a7aa77fd35d5b50114b0f66e0c7,1267826584,18066791de571f1204b39b7a4fa06a849f2f0deb,1233271782,ZOOKEEPER
945d570e2e2d2a7aa77fd35d5b50114b0f66e0c7,1267826584,804e5d5b575e9873c9a5bc1fa4323c13bef2ad5c,1245969762,ZOOKEEPER
618b01886c3fc18fdca9cbe36eacc3615d72563a,1268167814,a1ac465be361ff478f9b66147731e588fef64ff3,1233343827,ZOOKEEPER
f0da09751b34ad6969656df34bea7201632ef0ba,1268184434,47b16b9612ece90d959f1966f387b91ee4d9b7ed,1239224982,ZOOKEEPER
f0da09751b34ad6969656df34bea7201632ef0ba,1268184434,047d9258a4730791b85cc81b0e1435465a32acbf,1194064875,ZOOKEEPER
