issue_key,commit_id
CASSANDRA-1040,7ecd33ace493c9b8964a0bdba55235c547804f99
CASSANDRA-1036,79edac4893a0e4e13617f86917c46ac6e9a47516
CASSANDRA-1034,554223b4a65c7839c36e8a17e36636b92f4f15a0
CASSANDRA-1033,8cbe91ec35420d6bc7d238e5cd34df5f1ccc8997
CASSANDRA-1030,1a7aaf5fa96965b6ada2418c72ce0084efbbe8a1
CASSANDRA-1028,5d782903666c35c74af3c669b6beac416a346b4d
CASSANDRA-1022,50fe50677fe60ff60e325a85c0bebe63a286f6be
CASSANDRA-1020,b08377a5d6505996f60280206f135b900b49d967
CASSANDRA-1019,040d0e71cc361181355cb69d85ee6cec263fc2ea
CASSANDRA-1011,4dc9d5667672291fd355cec7a668bb483801fafb
CASSANDRA-1009,b37f7156c30a10cd65f218409afbbdce0b086133
CASSANDRA-1008,1bb9e74a90ec6f2c8a1ee316483289fc13979e0a
CASSANDRA-1006,fb7b2863b2964bf2171db30c9550ef8950127d6b
CASSANDRA-1002,40193d2ef68695601b951530a0ca3ad3ec46fcac
CASSANDRA-995,d60e62903108f00410ca21147bce6e1b145e1dca
CASSANDRA-966,6fdad7fd0e8c887dcaebd07b5ee274a3886b1976
CASSANDRA-965,fe34d59766a84185c6d7943c556f59dc4635e04a
CASSANDRA-963,94f8a8e80c79248db83c751c230e2e5a5e237744
CASSANDRA-952,d55ed91006b8ad6ef8b3ede0d4e124700b825dc9
CASSANDRA-945,8ef6d655b561ea993b39ce9faf86e18a6e03f6ce
CASSANDRA-944,d06ed9ffc1e6a5dab6ecd47143db804dd0bf6cd5
CASSANDRA-943,fbfd888d6604a6776d0350103494b403b860237e
CASSANDRA-935,9f65dd42188698fe6862d42aa1540e496716089a
CASSANDRA-915,5630eb378d927bba8eb0ccfa083436b2a2052c32
CASSANDRA-911,afe2420b9561ddcb6bf77b264b633e278218731f
CASSANDRA-906,807946c95ece4413a8813aec66702f5ffcd86e8d
CASSANDRA-833,dc97a8ff524ce9fa56e3dc0932d9074006495596
CASSANDRA-817,796d8ff8bb950f37d4a77b4c70efb53f96268bdc
CASSANDRA-816,d29e344399986f5e1b19d65811f1fa9b0d1563d4
CASSANDRA-812,282c84ee0a41831b28a4c5b3d7ce451a765204e0
CASSANDRA-811,dbd6daa89ee2bbc22cbde35e71cbe5bb529464d2
CASSANDRA-805,1f79cba9c1315b821cc849dd3fb9fa4528674389
CASSANDRA-804,41635b264612e474c4c345a91f2cd9d6ec109862
CASSANDRA-797,38c981efcc5a295b4a72b0a311d84d1d07711d6a
CASSANDRA-796,4f0540d077f75e73344aeb53df88a8214afe2b56
CASSANDRA-781,9cc51b5f2cc31cea6ace8deae81356fea4d9ed22
CASSANDRA-779,58225374f426b2f76712eb47ef888f76f07f1121
CASSANDRA-778,75daa13317fffdf96c168d40b8cb712b5413518d
CASSANDRA-772,d2f13e568131792ce8f6481caea3db5aed7bf89c
CASSANDRA-770,db1bebf118ce75a3f431a306ebed166ef7c991a1
CASSANDRA-766,ef6f0238ef5dbb439e85ee3c8988319c375e65df
CASSANDRA-763,2f99e71f304b3663f2cc7d8bb79172a999525062
CASSANDRA-757,45d8fc50cfdd35a9c1087d0ad2f9268a0d243536
CASSANDRA-744,bc83a65a616ca2f7b995cd4bea12729c03acee33
CASSANDRA-739,87b1b0d52f0c98c296ec6edd85ef2d1bca36d679
CASSANDRA-724,d274cc82488f26ec19357f15144017b5e1bb7983
CASSANDRA-719,6065d714a1fa775547dd04ab3c0fdcfdd1354755
CASSANDRA-717,b22c91127fc5c345e72c77e7f07c425c60bcd5e6
CASSANDRA-715,af9b7681e4759b10d633f382ea89fcff359f9e72
CASSANDRA-695,1c0bbc7cba7480a0bf6db63895ab010db2e5d3e8
CASSANDRA-689,ca4a07e4f0cc7a7e240860b8dd47d7a2082cd995
CASSANDRA-680,facfe74ac968d952c1fac258433ab46bae2c8757
CASSANDRA-669,3998a4e600ef65a1f2ac92e37dd7b93567448616
CASSANDRA-1450,d08e34a765bf1bce639c017aedcd4c6e6caee96a
CASSANDRA-1447,6006466c736555a44393f676c998f874baa63f64
CASSANDRA-1446,cbb634bdd5e4150eb52232badf66ffbc2ab5a4fc
CASSANDRA-1439,e766e15265b42e5717957df6af014ee72221efd8
CASSANDRA-1435,c450da88083342f1fc3aea388f13a572b29c1ada
CASSANDRA-1434,0973793b9584f9d4903d83316ce9d56673ad7633
CASSANDRA-1433,b5140e04bf19434fa29f70da06c34928a3e484d2
CASSANDRA-1430,2893b7f7a5a15ccfefbcdbba8db6c524d8494fb7
CASSANDRA-1429,3866585e87cbdfc706a83b9b9d7d790b8aa47465
CASSANDRA-1428,475923a11064323310883b33c0f6ace1b815b5a8
CASSANDRA-1422,72b436769a2fd721d57e23f20a70e86c891332aa
CASSANDRA-1416,8beda131bac342de47efba3b843ec46b099424f9
CASSANDRA-1413,5ac1aaba53588650e87a0848e0babeae65790e70
CASSANDRA-1411,af6e7469343f4523f0511263d1cbc99a5262ca12
CASSANDRA-1408,62c0774a1e2c05364acb9118d30854bcb04de630
CASSANDRA-1407,c8b5171dd36db9e4cb4c9c963da581f01b1b9630
CASSANDRA-1406,fab33fb4e87decb71b3169cdc12e48f4cae104c1
CASSANDRA-1403,29c38c803524127922349204f78bf1e5648f1e64
CASSANDRA-1402,84aab33341b22b44bd4adfe8a8d34d3f15e86f25
CASSANDRA-1399,27c72dd66efb7a1dbcb002b9ef0caab30af76954
CASSANDRA-1394,43383be21929dfd57febf60a661370627619ec62
CASSANDRA-1385,c8c4389b60932451f16f40d4f39aa21c7f510f75
CASSANDRA-1384,91c3ecc4ed439664602faf824576a92c5988cb9b
CASSANDRA-1382,29b213fb428d47f7bdb2771e266574d72665265c
CASSANDRA-1378,927136634449e66adc222f42b2063071295cf08b
CASSANDRA-1377,7674982d1c18d119de7c0103a9d6280eab3469b6
CASSANDRA-1373,2c64c97fb037407dc524a87ce18c150d766b3435
CASSANDRA-1362,c26e89c11286f1948adc42443e560410fea94383
CASSANDRA-1360,127a3d6d9d260c31f0edf7c47a75f4cf8f1a2522
CASSANDRA-1357,58b683d4ad799262e677cbf92ad9858801c40f55
CASSANDRA-1356,e763caed2a50b50e2ea17865eb79ff9e74d7e003
CASSANDRA-1354,fe1fec0ddc9cf3fc866d450c957f4dfe2a183186
CASSANDRA-1353,2540e34a1310d5f8abbbe6f970413df2badec435
CASSANDRA-1352,bc8b95ba8dc0f95b87722562b8c2c83b7c0f21e2
CASSANDRA-1351,c3e2794099460e28a9bc917d92968e2fca4a7be2
CASSANDRA-1350,c8f66193ac5d96989fb683c50db0ed7540c0e7e5
CASSANDRA-1349,b297bab52868b93ff8fb76155f73e6a84e613618
CASSANDRA-1348,2d26e6298d14e50186e765fcbe69cf94cac3cf12
CASSANDRA-1343,5e1abef0b013de1069c7c2f2f7bb1b76920b5725
CASSANDRA-1340,2673caf5de70447d10f20a74fe4007ae77b5acfa
CASSANDRA-1334,55a11e053ec5d48ff9fba2f09af26fa0fa4593b6
CASSANDRA-1326,df728f48cdc663c3c16735237e262dfd49d63584
CASSANDRA-1318,291846dc0565730e67c02081caaf347223b386bc
CASSANDRA-1317,c1d3fdf48cff97aedc356a6aa41242269c52f682
CASSANDRA-1316,93539ffd2cfe2dd14297bc8b5c13620a6cfcad0d
CASSANDRA-1315,1fcdb73a0405644747c4552a91e687570d58a10e
CASSANDRA-1313,1defd006c34201c9027555216ccc29aee6df7ec9
CASSANDRA-1310,5504e2c935893d3353880ac2f8593021dfc6cfa7
CASSANDRA-1299,aca77ec466a9a06dfd6867ec6341f6916c927f13
CASSANDRA-1298,0448530e3102c743424d93c5a1fc2afc5bbb5b6a
CASSANDRA-1294,714eab0c4079276eefcdd5a1d8d9ca7b225c9f80
CASSANDRA-1293,14062b968520a058432eac0bc17527b18928712a
CASSANDRA-1292,76de427e4287389654f72e2e9feb451f520b555d
CASSANDRA-1290,ce4f9576d6c7ec8160828d900857605aead24cf3
CASSANDRA-1287,e45966fbd70fc3489181f55efbab04f5535b0943
CASSANDRA-1286,0973239570dd614a6e0f2bff39b1a4d7ce68b6c6
CASSANDRA-1279,e6677d9d18cabe9ae50b4ffba9aad21d60c1067c
CASSANDRA-1273,6a8c248da5cd299495dfaee4fae69e643652a612
CASSANDRA-1262,8b9a673748c12f5ffb893603424ebed9cbabd04f
CASSANDRA-1246,9fa60256195cd8950b4174e5b2de53d688122ead
CASSANDRA-1242,7dd95be1c817dd29f5be447fc8eacee468f7f920
CASSANDRA-1241,d76b44a15200abfce8d380e08aaad1519c97638b
CASSANDRA-1238,c92d3ee82c5ff16742af357743af5e15e2ce2dfe
CASSANDRA-1237,de5715e14f88ac3d1c6f32cbae50bb35e699c2af
CASSANDRA-1221,b159cf78d9f1dc5f36491ab52f8044f602ce885d
CASSANDRA-1219,442c34b55792cdc9d328037e86f3a2009b4e783e
CASSANDRA-1216,5d0be0b44eebf9dffde478b9de55fc19b58d6df9
CASSANDRA-1203,ed623da76d08da4921db6f37d48ce28eecb033df
CASSANDRA-1190,16c934812b2395da7fb3968965b03d2f6aa8c8a3
CASSANDRA-1188,a4cfabde8e07cf8e7793a56914ac527176ef7839
CASSANDRA-1180,608b8cf57e291f520f8cdee4ba88359381f8115b
CASSANDRA-1179,1a6b938becde3b0e59f75b58c1317f5865aded6a
CASSANDRA-1178,b39c578581d9bcc340743a98c189462af210ebbf
CASSANDRA-1174,ce2ec06c11d1874a25b52db83e379e04620c321d
CASSANDRA-1169,8656417964680c23ea431ad1889561cd37691cff
CASSANDRA-1168,38b4b1dcf1b70047ddaae89bbfeb66fd6832d59e
CASSANDRA-1150,f8d43ed460ce8170013113534dba79707de71d73
CASSANDRA-1148,4d9a43c77af06fac6f4ed27d09c46a4b1671b264
CASSANDRA-1147,1768ccd6766577c8429a4436c4979bfb4ed14ffb
CASSANDRA-1130,5531a7f5db05adad04d393b4ccffb6d87d806ec9
CASSANDRA-1128,dd02495654cdb7352372359edf7fd394204220b2
CASSANDRA-1122,1631beed8c4f4052771f725d114e1ae9d618fc4f
CASSANDRA-1118,168b8aadc2b06bd02ab7c1768ce005e70b2f83a9
CASSANDRA-1109,58b109a099fa354bc9ace8cbfe9e12cd92bbf026
CASSANDRA-1103,561786157c360db7ba2911394376c0a2319178b7
CASSANDRA-1094,b44fc37856f131df5e837eec71ac9d1caf9d456a
