fix_hash,fix_date,bug_hash,bug_date,project
a1a676647c5a1ccec17fa1b00a70979c5c73df51,1263464274,a677c21240ac154a9fdd4cb1aca9001a5cb16472,1152262629,AMQ
7ceb4cbc432afeea89928a6333f1f215a351eee4,1263807801,16e060bd7ef6ecb8ce92b9f461d1886a806a8f37,1263380867,AMQ
7ceb4cbc432afeea89928a6333f1f215a351eee4,1263807801,48764becbdb72c94fd50601464f6e9e848490ed2,1259177709,AMQ
7ceb4cbc432afeea89928a6333f1f215a351eee4,1263807801,f9d5449f47c2067dfe9606133d085ea5e0da734d,1236945548,AMQ
7ceb4cbc432afeea89928a6333f1f215a351eee4,1263807801,c808bebd00064c6c1d2c702f10e249e6e2f99254,1258125727,AMQ
7ceb4cbc432afeea89928a6333f1f215a351eee4,1263807801,40a7d3b6ac35d2ecb34e85fc3403d2e48e33874e,1134410039,AMQ
7ceb4cbc432afeea89928a6333f1f215a351eee4,1263807801,212a7904a9fc1ce567ee7d05c80924602914c6fe,1236259544,AMQ
8de3bd29bfc0d916f60deb1de1992bb3d1d56c8b,1264005690,fb5a3730db561c0567d8f84625689ee5e46cb95b,1155283203,AMQ
8de3bd29bfc0d916f60deb1de1992bb3d1d56c8b,1264005690,2db7df72d69582e399b2a997027d909babf9b2de,1198753610,AMQ
8de3bd29bfc0d916f60deb1de1992bb3d1d56c8b,1264005690,9cf216cce13299c81ddc805306b0ffaf3b096214,1263295288,AMQ
8de3bd29bfc0d916f60deb1de1992bb3d1d56c8b,1264005690,62f798a3dfd5995f1334da991b26b977da52b5da,1157727401,AMQ
8de3bd29bfc0d916f60deb1de1992bb3d1d56c8b,1264005690,40a7d3b6ac35d2ecb34e85fc3403d2e48e33874e,1134410039,AMQ
8de3bd29bfc0d916f60deb1de1992bb3d1d56c8b,1264005690,d8bdf5b3e2a9cde6c7b2e572026b5dcfb30833e9,1229425348,AMQ
6efc268572326b6a6d9f2c2e62c77df27690c350,1264157986,40a7d3b6ac35d2ecb34e85fc3403d2e48e33874e,1134410039,AMQ
02d57284a48f0998af5e0fb6d7d822ba8b5775fc,1264708848,0d8586903a689041c3a4b94b64df07ae0115e834,1213621049,AMQ
02d57284a48f0998af5e0fb6d7d822ba8b5775fc,1264708848,83c3dca9e50e216cce5cc3af7c040195b9ff81f5,1200911482,AMQ
5a03c37faf0f75a9835039cb8f403d18e2a853b6,1264786760,32acb34018346cc69ba384d9031dc0e83228eb1a,1248255754,AMQ
5a03c37faf0f75a9835039cb8f403d18e2a853b6,1264786760,c0b74f056290b5517cb1a0c8a1d8016245274287,1204836302,AMQ
7a7ac1313b022910d02d08e831dbdd8016f86abf,1264790442,40a7d3b6ac35d2ecb34e85fc3403d2e48e33874e,1134410039,AMQ
722258e19664b96e073410f0bd86f4abc75e3d84,1265047772,456a2ba5cf570b4b6d61893c54bbb1b58b677405,1227291590,AMQ
50dc8803459187d84625553514c622040991eecc,1265302011,629bc81fb2ab21f8ee4bd879b53e3dda0e459226,1163759637,AMQ
50dc8803459187d84625553514c622040991eecc,1265302011,5170a8bba3c40fe97b5e2f4f462b757b01630606,1265206028,AMQ
39d071798a3011a1d52cc26e94d7b9e1fa2e9537,1265433201,b08ae5074325e48d5f4e5fb73d20d8f4916450b8,1249285363,AMQ
39d071798a3011a1d52cc26e94d7b9e1fa2e9537,1265433201,185711e2f59f8d813d303d1a21a086b5791129cc,1230236249,AMQ
39d071798a3011a1d52cc26e94d7b9e1fa2e9537,1265433201,c32820d87bbe3d8652fce1fdaaed83729f330ddf,1265120201,AMQ
39d071798a3011a1d52cc26e94d7b9e1fa2e9537,1265433201,b836af84f064cfcf6d92dda16b534be13adadb72,1265281573,AMQ
39d071798a3011a1d52cc26e94d7b9e1fa2e9537,1265433201,230a86c4897e10fbc5e7384b064cc526395d47e5,1186588345,AMQ
