issue_key,commit_id
KAFKA-49,904708fae892417f248b74130da14a165747abcc
KAFKA-48,1bedde76c280181fe5114cd262389f599d8542fb
KAFKA-46,045f4fdca4f8305a537d0e382f88aed3da0965a7
KAFKA-43,3015d0a447a72fd571e71123bae0e541c46a1830
KAFKA-42,93fdcfa0e2a26a7fa68fd882564903ca5d9710fd
KAFKA-138,1b0feb6345b07136c8a7807962c4a7aa0691d777
KAFKA-135,61433bf0a2afc4d7da9bcde79c504aab434f4d79
KAFKA-131,d42450715cf8ac6774fc68e36c1751e34f29549b
KAFKA-129,dd62e77f90f5f6fb9050627a9cfa40b35dae67b1
KAFKA-128,ec21a5e841bf561275f1095deb7e8b38ad9ca953
KAFKA-126,5fbac30f865dd0829ea965b5a5a62b8b8f695e2a
KAFKA-125,031a559e89134497d0e3e9a366321fbdb3976b99
KAFKA-124,c247dfa8844f6d112755f21918dc1515db37a05e
KAFKA-117,bf30ae996f2ec08ae97f61a0eff0c50bb8ce8067
KAFKA-116,b5ea7c9055bbc7dd0b1a655b9340f48a7e795d4d
KAFKA-115,a484c1bcd1ecf4116102576ccd615168c693832f
KAFKA-111,4f56e4410025a1154b75f20e86091589aace7bd5
KAFKA-110,76ccf2211db03d819b7847d69c41cb88da04bfe9
KAFKA-109,900496eedabd7acfdeaaf077239228f4d94312e8
KAFKA-107,8a07bdb71e74377d7b8ae3c53fe1e59f46bbe2a8
KAFKA-102,7976993f9e20d7448105e50e1dca74ecf8bc1ea3
KAFKA-99,4a688c5d6c87aa8dfffdb2154ef880107176573f
KAFKA-98,6d1b6f28270e0bfc0678bd69fbb77341cef74d51
KAFKA-94,944da579ba1828586b1b000fcd5cad6076abbcd3
KAFKA-91,65c25ae6b948587b65ada9c87f8a783ac1b2ab22
KAFKA-88,ed34f0cb35cf7ec1a6837ba5180d05a9659e0d37
KAFKA-83,f7046c247dd466c90337bb39a4612115c3e41923
KAFKA-229,5eb4badfc9980d25dd817c4caee6264e1e5b4b70
KAFKA-226,e5a4ec1806e5a457dae4d9b0df75953876888940
KAFKA-225,31f6f02aa2395011e713b3ca66f2412926db34ca
KAFKA-221,77da5f54d736bfa63fb0b2a20415919aaf9ad96d
KAFKA-220,74af0deef17bfed19237367cdbee7027666add08
KAFKA-218,7821f5b20fd9c842cad00435abd1f697b238f540
KAFKA-216,8aecab22532711dbe568261347ebaa077298f007
KAFKA-212,07611f317474a3d4fd835df0feca729de976ada9
KAFKA-207,285acbec41af90a9308a5c762fc13441ce83a57c
KAFKA-206,7d856dce92d00e2c5a5dccdac7f8908f7fba44e2
KAFKA-204,c65e771d4714e7081d54222d847ad5e08a3238ed
KAFKA-197,bbba103d768b02bd39dc77caceb560d78c10f024
KAFKA-192,4f9000c412f0586032bf622ebad23f941969d2c4
KAFKA-171,cb4486656e2c25d2988892628a61279b0a9eb913
KAFKA-161,d9a8af778275fda2057d49f244e61456dfcf2f96
KAFKA-160,81f8d0dd83a25e075cc6a08c6105b01459980c5f
KAFKA-159,c2dc9c0841532abc3cdb29e2daeae2a4854dee3d
KAFKA-158,14a1f0dcd6af28bc710e108e6f7a5c10f825a40a
KAFKA-154,c0fc483d9f34d2adf3499b7d164f4c73d2e4f10e
KAFKA-149,a1193810b62504ff2e3b4a931bc8c5109a7a530b
KAFKA-147,f7b2819bff31bb58c4fd32f847e2659b23ecda4a
KAFKA-146,bac6d9c3fa0e650aa1af99959fe63a8dd33971c8
KAFKA-145,4f284428640f172976f2ece9e696b5cf95907b5f
KAFKA-673,f0d26335f2aa3397f0fd6125bfd833c331e90ae9
KAFKA-671,89622c8e88ddddeddb8c3449ef1782c1d399c2b0
KAFKA-670,3244bcafe4233611fc0366f9df53ec98b44ca571
KAFKA-668,25d77cc69c5f12394f55e22516fc90fd3c272166
KAFKA-664,04b52743f8eaa9057b0b5687fb3681e1bd1e2d49
KAFKA-654,133c88278da2469bdf5c3d012a03c5eb117022bd
KAFKA-648,a40953196e1ef558eb61b78219a20c20a4bd63df
KAFKA-646,994fe081b6e429ba1cfd5c09d464015c41e64cf7
KAFKA-642,ab2494470c56d48b79eea3260d6db3c8274fe2aa
KAFKA-640,6486fd1a9f503af24c83d16a014a6405ae07cf9b
KAFKA-636,ac35ae1fef0294cc5a33908209598f938dc7d84c
KAFKA-633,a4c767582991787ca4a06b6e2844b23a2010def9
KAFKA-622,d7c71c0949e0cbae8963ca76bc69d64bee8f10af
KAFKA-618,79d3be92932bbe0222c6cf61add639eeb676063f
KAFKA-614,e556063520193c8065d7f8e39153d23dae8cf8b8
KAFKA-613,39edb7beea33bc0075c15f88183764f8515e1874
KAFKA-612,602acaf412f924ab139c731d629b9b129301d20b
KAFKA-608,6ca7b3acfdfe34752c42a0a1a26ea991b8e4c3b1
KAFKA-604,9115977b38ad207028c7c194524a408b9e5789f0
KAFKA-385,190bd3ff71d85b8e3831e1dbedcce3098f50960f
KAFKA-384,96ed9af6201e7ce7bc3cf44c5d5153ffbb95f7fd
KAFKA-379,d37eb7fdd87ce16afb1cf94e1236301663833247
KAFKA-376,87fa96e29186a9b874caed820cf25d3d6f91b9f3
KAFKA-372,cb5be0aff10423eca34fb43d107c65032b158b93
KAFKA-371,16b0f44559de969f1fd4387dceda881e6aabdc1c
KAFKA-370,0efd609fe7ee9b8bbcac1cb7ff681a95aadace4b
KAFKA-363,db4e02f2630d157ad021751aa47d0251bdac4d0e
KAFKA-352,9e44db6af0a91a6071a046eb8b94f042ca223ec9
KAFKA-351,663d25443359763b2d0fb8adcbdd96cc82dcbda7
KAFKA-350,842da7bfcddb322266ee27bab279c6f4e05b79cb
KAFKA-328,723fa4c40d2d04a8557ef9a0ae1626e56f30a9a3
KAFKA-326,f8346239d492b22416d9c5d4639ebd5eafdbae92
KAFKA-491,3adf92151a2f794559d9ef9961bd04b7ba6af1fd
KAFKA-490,ea14ae8b7fe12b0c1dbb05c89d3d3eb4d7c882f9
KAFKA-489,d4f3eff171f97c45c977191999f1f03f7b343fd3
KAFKA-481,f2c901bcd422807f5d172a3a2f8aa18ee1b7c701
KAFKA-474,d5df29b84f65fbcfab7b3289ec761eebbf6174f8
KAFKA-473,1cf88bc6c5ede994f8d7ee46fffedc146a9d7d68
KAFKA-471,50792c8765458c93e4d3632a0b76be4ef4354a60
KAFKA-470,259b710694a15a5554e895d41508dfc7241181c0
KAFKA-469,695a8d43eb2a58920f3f00ae4dbce30b10adb42c
KAFKA-467,be521175dcf383ad97bc4cbcc642f25666dc0336
KAFKA-464,12a3ccafa1cbc333539b98d83d7d6d572700f05b
KAFKA-463,c8f75870721ac99286272d1b85d09ce41fad444c
KAFKA-461,7baccc6c331467335954d32558c68511223d8c7c
KAFKA-460,0fe89f7a493ec8879b31fafa560fd59f5df4a910
KAFKA-459,0fe89f7a493ec8879b31fafa560fd59f5df4a910
KAFKA-456,c42726cdaf213544c965162925dd9bda75a62d91
