fix_hash,fix_date,bug_hash,bug_date,project
b82d007bc011f009ed90d27db7168845a60cd7a0,1264394390,33daac7aeca663afb6376878012b92024b41d011,1246600459,MAPREDUCE
eedf69c11a306fb6974d8f97843ba793a93ddd80,1264396293,356d709f34544b1ccf033a9193462cd814b1a342,1253286588,MAPREDUCE
48b001f6d55d08a7c5f94ea16ee2b588fa447d60,1264550721,b4fa117d0f9847afe748bb4aa8077228ee8d0d10,1245774837,MAPREDUCE
20f000cd3400a7ac617a38acad64cccb79ad9936,1264570103,af35dfad4c82911bb0f475258c807b6c2ee12efd,1256836820,MAPREDUCE
20f000cd3400a7ac617a38acad64cccb79ad9936,1264570103,c125a10835932c9f1dfda1c4e1d216f68791e608,1261545258,MAPREDUCE
20f000cd3400a7ac617a38acad64cccb79ad9936,1264570103,fdf1f319526fe9919c0beb8fa26333313e663e41,1248271812,MAPREDUCE
20f000cd3400a7ac617a38acad64cccb79ad9936,1264570103,2c56fe972bbc25111534ab1b3817234a3b4a981c,1245185664,MAPREDUCE
20f000cd3400a7ac617a38acad64cccb79ad9936,1264570103,35ffc805992825628c13d9b9356d370e8117985d,1253201842,MAPREDUCE
20f000cd3400a7ac617a38acad64cccb79ad9936,1264570103,ddc67bf61e875e82b47ffb998172f5062791586d,1260222158,MAPREDUCE
f6426606a3c4d5c5a10df80dcba79ed830b8538b,1264749619,07526ab685e3ec92b81801c3b39863006133a5dd,1243685652,MAPREDUCE
2f6d620de649ab59e8ffc5497b8f84205518d344,1264820221,3f8cd90a46433f12c5ec1573e47aef0d3cc8f7ca,1246951736,MAPREDUCE
2f6d620de649ab59e8ffc5497b8f84205518d344,1264820221,f2ecdac924141889a94ddcd485bb4f1f27550a4f,1249031734,MAPREDUCE
2f6d620de649ab59e8ffc5497b8f84205518d344,1264820221,812aae6c297ac485bc66b0aa89acfd887265f9c6,1248274140,MAPREDUCE
2f6d620de649ab59e8ffc5497b8f84205518d344,1264820221,33daac7aeca663afb6376878012b92024b41d011,1246600459,MAPREDUCE
